ball_y,ball_x,vy,vx,paddle_agent_y,paddle_opponent_y,action
0.10380307,0.4916258,-0.5298584,-0.9701416,0.043333333,0.42666668,1
0.09673829,0.48192438,-0.5298584,-0.9701416,0.033333335,0.43666667,1
0.08967351,0.47222295,-0.5298584,-0.9701416,0.023333333,0.42666668,1
0.08260873,0.46252155,-0.5298584,-0.9701416,0.016666668,0.43666667,1
0.075543955,0.45282012,-0.5298584,-0.9701416,0.016666668,0.42666668,1
0.06847917,0.44311872,-0.5298584,-0.9701416,0.016666668,0.43666667,1
0.0614144,0.4334173,-0.5298584,-0.9701416,0.016666668,0.42666668,1
0.05434962,0.4237159,-0.5298584,-0.9701416,0.016666668,0.43666667,1
0.04728484,0.41401446,-0.5298584,-0.9701416,0.016666668,0.42666668,1
0.040220063,0.40431306,-0.5298584,-0.9701416,0.016666668,0.43666667,1
0.033155285,0.39461163,-0.5298584,-0.9701416,0.016666668,0.42666668,1
0.026090505,0.38491023,-0.5298584,-0.9701416,0.016666668,0.43666667,1
0.019025726,0.3752088,0.5298584,-0.9701416,0.016666668,0.42666668,1
0.026090505,0.3655074,0.5298584,-0.9701416,0.016666668,0.43666667,1
0.033155285,0.35580596,0.5298584,-0.9701416,0.016666668,0.42666668,1
0.040220063,0.34610456,0.5298584,-0.9701416,0.016666668,0.43666667,1
0.04728484,0.33640313,0.5298584,-0.9701416,0.016666668,0.42666668,1
0.05434962,0.32670173,0.5298584,-0.9701416,0.016666668,0.43666667,1
0.0614144,0.3170003,0.5298584,-0.9701416,0.016666668,0.42666668,1
0.06847917,0.3072989,0.5298584,-0.9701416,0.016666668,0.43666667,1
0.075543955,0.29759747,0.5298584,-0.9701416,0.016666668,0.42666668,1
0.08260873,0.28789607,0.5298584,-0.9701416,0.016666668,0.43666667,1
0.08967351,0.27819464,0.5298584,-0.9701416,0.016666668,0.42666668,0
0.09673829,0.26849324,0.5298584,-0.9701416,0.026666667,0.43666667,0
0.10380307,0.2587918,0.5298584,-0.9701416,0.036666665,0.42666668,0
0.11086784,0.24909039,0.5298584,-0.9701416,0.046666667,0.43666667,1
0.117932625,0.23938897,0.5298584,-0.9701416,0.036666665,0.42666668,0
0.1249974,0.22968756,0.5298584,-0.9701416,0.046666667,0.43666667,0
0.13206218,0.21998614,0.5298584,-0.9701416,0.05666667,0.42666668,0
